"organid"	"sentence"
"Part04_021BURGH"	"De boventoetsen van het handklavier dateren waarschijnlijk uit 1923, gezien de vorm met kwartronde voorzijde; de registeropschriften dateren uit 1951."
"Part04_021BURGH"	"Windladen (afzonderlijke c- en cislade) en pijpwerk dateren integraal uit 1795."
"Part04_021BURGH"	"Alle pijpwerk is van metaal, uitgezonderd de stevels en koppen van de Trompet, die van eiken zijn."
"Part04_021BURGH"	"De Cornet heeft dezelfde merkwaardige samenstelling als die te Hichtum, maar is hier vooraan op de laden opgesteld; het achtvoets-koor is gedekt."
"Part04_021BURGH"	"Op de C-pijp van de Fluit d'Amour 4' bevindt zich een inscriptie aangaande bouw en schenking van het orgel."
"Part04_021BURGH"	"Deze pijp is thans niet in het orgel van Burgh aanwezig, maar bevindt zich in het huidige orgel in de Hervormde Kerk te Ee."
"Part04_021BURGH"	"De Fluit d'Amour 4' is gedekt in de bas en cilindrisch open in de discant."
"Part04_021BURGH"	"De Woudfluit 2' is in het groot octaaf gedekt, en vanaf c cilindrisch open."
"Part04_022MAAST"	"De pijpen van Montre en Nasard (uit oude Bourdon D 16') stammen uit het midden van de 19e eeuw."
"Part04_022MAAST"	"Cornet, Tierce, Sexquialter en het hoogste koor van de Fourniture zijn in 1969 bijgemaakt."
"Part04_022MAAST"	"Het overige pijpwerk dateert uit de bouwtijd."
"Part04_022MAAST"	"Bij deze restauratie ging adviseur Dr."
"Part04_022MAAST"	"M.A. Vente ervan uit dat het orgel enige decennia ouder was dan 1790, dat het in het Wittevrouwenklooster te Maastricht had gestaan, en dat het vervaardigd was door een orgelmaker uit de Eifel."
"Part04_022MAAST"	"Inmiddels is uit het kerkarchief te Berg gebleken dat het orgel in 1794 is aangeschaft bij Houtappel (en Binvignat)."
"Part04_022MAAST"	"De klavieromvang bevestigt het bouwjaar 1794."
"Part04_022MAAST"	"De oorspronkelijke plaats van de klaviatuur zal eerder aan de achterzijde zijn geweest."
"Part04_024HICHT"	"Het orgel is integraal bewaard gebleven."
"Part04_024HICHT"	"Latere retoucheringen van de klank zijn tot een minimum beperkt gebleven."
"Part04_024HICHT"	"Het pijpwerk van de Cornet staat op twee banken die aan de zijkanten dwars op de lade geplaatst zijn en die op houten vervoerstukken rusten, welke de wind van de ladeboringen naar de Cornetbanken leiden."
"Part04_025ZUIDB"	"Op twee registers pijpwerk na bleef dit monumentale werk integraal bewaard."
"Part04_025ZUIDB"	"Door ernstig verval is het jarenlang onbruikbaar geweest, alvorens het in 1997 gedeeltelijk werd gedemonteerd."
"Part04_025ZUIDB"	"Een restauratie is in voorbereiding (1999)."
"Part04_026RUURL"	"Wanneer het historische front in de kerk werd geplaatst is niet bekend."
"Part04_026RUURL"	"Vóór 1961 was achter het oude front een harmonium geplaatst."
"Part04_026RUURL"	"Het orgel dat in 1961 werd gebouwd stond geheel in een zwelkast, behalve het groot octaaf van de Subbas 16'; in het front stonden niet sprekende zinken pijpen."
"Part04_026RUURL"	"Het 18e-eeuwse front bevindt zich thans geheel achteraan op de tribune en is slechts provisorisch opgesteld."
"Part04_026RUURL"	"De vleugelstukken en beelden zijn afgenomen en naast het orgel opgeslagen."
"Part04_026RUURL"	"De zinken frontpijpen liggen gedeeltelijk naast het orgel, in vernielde staat."
"Part04_026RUURL"	"De kas is in 1961 wit geschilderd, daaronder bevindt zich een imitatie-eiken beschildering."
"Part04_028ARNHE"	"Van dit grootste werk van Strumphler bleef het pijpwerkbestand in hoofdzaak bewaard."
"Part04_028ARNHE"	"Grote delen van de laden dateren nog uit 1796, terwijl van de mechanieken de walsborden nog authentiek zijn."
"Part04_028ARNHE"	"De Cornet à Piston 8' van 1855 is een Trompet, geplaatst op een kantsleep aan de frontzijde van de windlade."
"Part04_028ARNHE"	"Het register begint op a."
"Part04_028ARNHE"	"Vanaf g1 zijn de bekers onder een hoek van 450 schuin gezet in de richting van de kerkruimte."
"Part04_028ARNHE"	"Op deze plaats stond in 1796 de Echo 8'."
"Part04_028ARNHE"	"De Viool de Gambe (BW) van 1796 bezit trechtervormige corpora."
"Part04_028ARNHE"	"De Hoboe (RP) heeft conische bekers op een onderconus."
"Part04_029UTREC"	"De bouw van dit kabinetorgel werd opgedragen door Frederik Christian Reinhardt, Rijksgraaf van Rheden, graaf van Athlone."
"Part04_029UTREC"	"Het was bestemd voor zijn huis, kasteel Middachten te Rheden."
"Part04_029UTREC"	"De opdrachtgever was echter ten tijde van de bouw van het orgel om politieke redenen naar Engeland uitgeweken."
"Part04_029UTREC"	"Mogelijk stond het orgel enige tijd in een ander huis van de familie, aan de Kromme Nieuwe Gracht te Utrecht."
"Part04_029UTREC"	"Later werd het in kasteel Middachten geplaatst."
"Part04_029UTREC"	"Van daaruit werd het overgebracht naar de Hervormde Eltheto-kapel in De Steeg."
"Part04_029UTREC"	"Het meest opvallend aan dit orgel is misschien wel het feit dat er geen frontpijpen aanwezig zijn."
"Part04_029UTREC"	"De chromatisch ingedeelde windlade ligt boven het klavier."
"Part04_029UTREC"	"Om het verschil in breedte tussen klavier en windlade te overbruggen is voor de tonen C-A een wellenbordje aangebracht."
"Part04_029UTREC"	"De bakstukken en registerknoppen zijn van ebben, evenals de lijst boven de toetsen."
"Part04_029UTREC"	"Het toetsbeleg is sierlijk uitgevoerd: ivoor met ingekerfde sierstreepjes voor de ondertoetsen en een visgraatmotief van ebben- en palmhout voor de boventoetsen."
"Part04_029UTREC"	"De registernamen en signatuur zijn opgeschilderd; curieus is daarbij de benaming Ope Fluyt."
"Part04_029UTREC"	"Overigens is dit laatste register in de bas gedekt."
"Part04_029UTREC"	"Het pijpwerk is vrijwel geheel origineel."
"Part04_029UTREC"	"De registers Holpyp B/D 8' en Ope Fluyt B/D 4' zijn geheel van hout, het overige pijpwerk is van metaal."
"Part04_029UTREC"	"De magazijnbalg heeft twee vouwen, een in de Nederlandse huisorgelbouw zeldzame constructie."
"Part04_029UTREC"	"De Trambland is inliggend."
"Part04_030ZWART"	"In 1782 werd in Zwartsluis een orgel ingebruik genomen."
"Part04_030ZWART"	"Dit was waarschijnlijk een kabinetorgel dat aan kerkelijk gebruik was aangepast."
"Part04_030ZWART"	"Knock 1788 geeft hiervan een beschrijving en meldt, dat het leek alsof het een rugpositief bezat."
"Part04_030ZWART"	"Naar alle waarschijnlijkheid is het huidige onderfront dit vroegere, loze rugpositief."
"Part04_030ZWART"	"Uit het voormalige orgel van 1782 werden in 1796 enkele onderdelen overgenomen: het klavier en een aantal houten pijpen."
"Part04_031BELLI"	"In het front zijn de Praestanten 8' en 4' voor circa tweederde deel sprekend."
"Part04_031BELLI"	"De Prestant 8' is vrijwel geheel van tin, heeft een wijde mensuur en klinkt verhoudingsgewijs luid."
"Part04_031BELLI"	"De Gedekte fluit 4' is in het hoogste octaaf wijd open cylindrisch; de open Woudfluit 2' in het groot octaaf gedekt."
"Part04_031BELLI"	"De samenstelling van de Mixtuur is vrijwel dezelfde als die van Bierum."
"Part04_031BELLI"	"De zeer fraaie Vox Humana 8' is, zoals wel vaker bij Freytag, overdekt met een dunwandig eikehouten klankkastje."
"Part04_031BELLI"	"Op twee registers na is het pijpwerk is bewaard gebleven."
"Part04_031BELLI"	"De oorspronkelijke intonatie is in 1891 en 1931 slechts weinig geretoucheerd."
"Part04_031BELLI"	"Het klankbeeld is sterk verwant aan dat van de late Hinsz-orgels, heeft een grote elegantie, is verfijnd en zilverig."
"Part04_031BELLI"	"De originele stemming past zeer goed bij het klankbeeld en toont aan, dat men in deze tijd met 'gelijkzwevend' iets anders bedoelde dan in latere tijd."
"Part04_031BELLI"	"Het windkarakter van het instrument is uiterst flexibel."
"Part04_032GHAGE"	"Dit kabinetorgel, gedateerd 27 juni 1797 is reeds lange tijd in onbespeelbare toestand."
"Part04_032GHAGE"	"Gierveld noteerde in 1977 dat de oorspronkelijke balgen en windkanalen verdwenen waren."
"Part04_032GHAGE"	"Het klavier is uitneembaar en heeft eiken toetsen."
"Part04_032GHAGE"	"De ondertoetsen zijn belegd met ivoor, versierd met dwarskerven en spijkerkopjes; de boventoetsen zijn belegd met ebbenhout."
"Part04_032GHAGE"	"De frontpijpen, waarvan de grootste loos is, bezitten schijnlabia en spreken aan de achterzijde."
"Part04_032GHAGE"	"De Viola B/D 8' begint op c."
"Part04_032GHAGE"	"Van de Fluit B/D 4' is de bas van hout, gedekt; de discant is uitgevoerd als Roerfluit (metaal), de hoogste 12 zijn conisch."
"Part04_033JORWE"	"De Fiool de Gambe bezit trechtervormige corpora."
"Part04_033JORWE"	"Het orgel bezit een gaaf pijpwerkbestand dat weinig latere retouchering heeft ondergaan."
"Part04_033JORWE"	"Opvallend zijn de naamplaatjes van de registers, met verfijnd en rijk gedetailleerd geschilderde registernamen."
"Part04_034GHAGE"	"Het klavier heeft eiken toetsen met ivoorbeleg voor de ondertoetsen en ebbenbeleg voor de boventoetsen."
"Part04_034GHAGE"	"De registerknoppen zijn van messing met een parelrand, de registeropschriften kunnen vergeleken worden met die van het positief te Dalem (dl. 1769-1790, 81-82)."
"Part04_034GHAGE"	"In het front staan pijpen van de Octaaf 2' (linkerveld), en Prestant D 8' (rechterveld."
"Part04_034GHAGE"	"Het middenveld bevat een pijp van de Octaaf 2' en een van de Prestant D 8'; de rest van het middenveld is loos."
"Part04_034GHAGE"	"Het groot octaaf van de Prestant 4' en de gehele Octaaf B 1' zijn van hout."
"Part04_035GEEST"	"Bij de restauratie van 1975 werd een nieuw orgelbalkon gebouwd, waarbij de oude balustrade uit Oosterwolde gebruikt werd."
"Part04_035GEEST"	"Van het pijpwerk werden Quint 3', Nachthoorn 1', Mixtuur, Trompet en Vox Humana geheel nieuw gemaakt."
"Part04_035GEEST"	"De Sexquialter is gedeeltelijk oud, al het overige pijpwerk dateert van 1800."
"Part04_035GEEST"	"De niet originele magazijnbalg bleef gehandhaafd."
"Part04_036HOOGE"	"Zijkanten en achterkant van de orgelkas bestaan uit een vuren raamwerk met triplex vullingen."
"Part04_036HOOGE"	"De frontpijpen in het oude front zijn stom."
"Part04_036HOOGE"	"Van de Prestant 8' staan ook de grootste pijpen, die van zink zijn, binnen in de kas."
"Part04_036HOOGE"	"De Viola di Gamba begint op C, de grootste pijpen van dit register zijn van zink, evenals de grootste bekers van de Trompet 8'."
"Part04_036HOOGE"	"Het jaartal 1800 is te vinden onder de middentoren van het front."
"Part04_036HOOGE"	"Betreffende de bouw van een orgel door Lambert van Peteghem in Terheyden is ook wel het jaar 1780 gepubliceerd."
"Part04_037OLDEH"	"De aanleg van windladen en mechanieken is zeer inventief."
"Part04_037OLDEH"	"De windlade van het onderklavier ligt achter het front."
"Part04_037OLDEH"	"De Dulciaan staat (vanaf het front) als eerste register op de lade."
"Part04_037OLDEH"	"Het register heeft een stevelblok, dat nog origineel is."
"Part04_037OLDEH"	"De lade voor het bovenklavier bestaat uit drie elementen: een cancellenraam onder de klavieren, waaiervormig aangelegd, met hierop achter in het orgel een vervoerstuk met 54 cancellen, verticaal opgesteld, en hierop tenslotte een tweede cancellenraam met de slepen, liggend ter hoogte van de windlade van het onderklavier."
"Part04_037OLDEH"	"De Holpijp 8' van het onderklavier is geheel van eiken."
"Part04_037OLDEH"	"Van de Rohrfluit 8' en Fluit 4' zijn de pijpen in het groot octaaf van geschilderd naaldhout."
"Part04_037OLDEH"	"De Praestant 4' van het onderklavier staat van C tot en met b in het front."
"Part04_037OLDEH"	"De frontpijpen bezitten schijnlabia aan de buitenzijde en sprekende labia aan de binnenzijde."
"Part04_037OLDEH"	"De Tertiaan 1 3/5' is gedekt in de bas, en open in de discant."
"Part04_037OLDEH"	"De 'Zwelder' is een inrichting waarbij door middel van de zo geheten registerknop drie houten delen in het dak van de kas, als jalouzieën kunnen worden geopend en gesloten."
"Part04_038LEIDE"	"Gezien de omvang van het klavier zal dit orgel in aanleg uit het midden van de 18e eeuw dateren."
"Part04_038LEIDE"	"Het uiterlijk werd later sterk gewijzigd zodat het instrument thans doet denken aan een orgel van Johannes Mitterreither."
"Part04_038LEIDE"	"Opmerkelijk is het feit dat Gierveld in 1977 nog een Mixtuur 3 st. noemt."
"Part04_038LEIDE"	"Volgens de opgave van Brouwer (1979) is deze echter vervangen door een Gamba 8'."
"Part04_038LEIDE"	"Verder noemt deze laatste nog een aangehangen pedaal en een tremulant."
"Part04_039LELLE"	"In de zijvelden die Dik toevoegde staan de grootste pijpen van de Prestant D 16'."
"Part04_039LELLE"	"De Prestant 4' staat vanaf F in het front."
"Part04_039LELLE"	"De speelmechaniek bevat zowel een blind klavier als een wellenbord met ijzeren wellen."
"Part04_039LELLE"	"Het materiaal van Freytag is tamelijk authentiek bewaard gebleven maar het instrument verkeert in een deplorabele toestand, Een restauratie is in voorbereiding (1999)."
"Part04_040NAARD"	"Het klavier is niet origineel."
"Part04_040NAARD"	"De registerknopjes zijn van glad messing."
"Part04_041NIEUW"	"Behlave de oude hoofdwerkkas is geen historisch materiaal meer aanwezig."
"Part04_041NIEUW"	"De beide pedaalregisters zijn op de Hoofdwerklade geplaatst."
"Part04_042VOORB"	"Alle frontpijpen werden in 1976 nieuw gemaakt ter vervanging van de met tinfolie beklede houten imitatiepijpen die voorheen aanwezig waren."
"Part04_042VOORB"	"Tot aan de restauratie van 1971 was in dit orgel een houten Octaaf 4' aanwezig."
"Part04_042VOORB"	"De bas van dit register werd in 1971 gebruikt voor de Fluit 4', de pijpen zijn daartoe ingekort en van een stop voorzien."
"Part04_042VOORB"	"Voor de discant van deze 'nieuwe' Fluit 4' werd gebruik gemaakt van metalen pijpwerk uit voorraad van de restaurateur."
"Part04_042VOORB"	"Dit materiaal lijkt eveneens uit een kabinetorgel van ca 1800 afkomstig te zijn."
"Part04_043WEESP"	"Het orgel is gesigneerd onder de toets f3: 'G. Axsen meester orgelmaker'."
"Part04_044AKERS"	"Voor 1972 was de kas geschilderd in imitatie-eiken."
"Part04_044AKERS"	"De Prestant 8' staat vanaf E in het front."
"Part04_044AKERS"	"De Quint is van C-h gedekt; in de dispositie-opgave van Broekhuyzen wordt het register Quintfluit genoemd."
"Part04_044AKERS"	"Het pijpwerk van de Viola di Gamba van 1877 is in de kas bewaard."
"Part04_045MAASD"	"Het orgel is tweemaal gesigneerd: boven het klavier en middels een etiket in de kleppenklast."
"Part04_045MAASD"	"De Holpijp 8' en Fluit 4' zijn geheel van grenen met eiken voorslagen."
"Part04_045MAASD"	"De kleinste houten pijpjes hebben merkwaardig lange stoppen."
"Part04_045MAASD"	"C en Cis van de Holpijp zijn verkropt."
"Part04_045MAASD"	"Gis t/m cis van de Fluyt 4' zijn liggend vooraan geplaatst."
"Part04_045MAASD"	"De beide prestantregisters lijken een halve toon te zijn verschoven."
"Part04_046ULVEN"	"De kas is vervaardigd door H. Grootens."
"Part04_046ULVEN"	"Opvallend aan het orgel van Ulvenhout is het grote aantal registers op slechts één klavier."
"Part04_046ULVEN"	"Mogelijk had Van Peteghem een hoofdwerklade gereed staan voor een groter instrument."
"Part04_046ULVEN"	"In tegenstelling tot de opgave van Broekhuyzen was de Bourdon slechts als discant register aanwezig."
"Part04_046ULVEN"	"De vermelding van een tweede Quint is, gezien de plaats op de lade en de bewaardgebleven pijproosters wèl correct."
"Part04_046ULVEN"	"In 1969 is de kas, zoals boven omschreven, opnieuw opgezet."
"Part04_046ULVEN"	"Behalve de voorzijde van de onderkas zijn ook de zijwanden van de bovenkas nog oud; de overige kasdelen zijn (vrijwel) geheel nieuw."
"Part04_046ULVEN"	"Het pijpwerk is grotendeels oud, alleen de Tierce, Larigot en de Cymbale zijn in 1969 gereconstrueerd."
"Part04_046ULVEN"	"Bij de reconstructie van de Cymbale gaven de bewaarde pijproosters belangrijke informatie over de mensuren en repetities."
"Part04_046ULVEN"	"De houten Bourdon 16' (Ped) dateert uit 1904 en wordt bedient door middel van een afsluiter."
"Part04_046ULVEN"	"De toonhoogte was oorspronkelijk 415 Hz."
"Part04_047VIANE"	"Volgens de dispositieverzameling van Lohman werkte Meere een bestaand orgel om."
"Part04_047VIANE"	"Dat blijkt onjuist te zijn."
"Part04_047VIANE"	"In de tweede opgave van de dispositie, die kennelijk de situatie van 1803 weergeeft, is Lohman de Octaaf 2' HW en de Fluittraver 8' BW vergeten."
"Part04_047VIANE"	"Broekhuyzen (ca.1850-1862) noemt de Carillon BW niet."
"Part04_047VIANE"	"In zijn opgave wordt de bouwsom van 1803 vermeld: f 5.227,-."
"Part04_047VIANE"	"In het orgel van 1907/1934 was nog een substantieel gedeelte van het Meere-pijpwerk bewaard gebleven."
"Part04_047VIANE"	"Dit pijpwerk is door de L. Verschueren C.V. na 1956 in diverse nieuwe orgels verwerkt."
"Part04_047VIANE"	"Een deel ervan is later door omstandigheden weer ingenomen en heeft een bestemming gevonden in het Meere-orgel te Epe (1809)."
"Part04_047VIANE"	"De sleepladen van Van Leeuwen- zijn voorzien van het VEKA-systeem."
"Part04_047VIANE"	"Het pedaalwerk staat op c- en cisladen in de onderkas opgesteld."
"Part04_048ERICH"	"Dit orgel kan worden geidentificeerd aan de hand van een oude foto van de Culemborgse situatie."
"Part04_048ERICH"	"Oud pijpwerk bevindt zich in Holpijp 8', Octaaf 4', Roerfluit 4' Nasard (één pijp) en Mixtuur."
"Part04_048ERICH"	"De oorspronkelijke bekronende beelden bevinden zich op het huidige orgel te Woerden. (zie dl.1479-1725, 341-342)."
"Part04_049GHAGE"	"Het eiken meubel is noten gefineerd en zeer sober van uitvoering."
"Part04_049GHAGE"	"Het oorspronkelijke voorbord werd niet bij het orgel aangetroffen en is vermoedelijk verloren gegaan."
"Part04_049GHAGE"	"Boven het klavier is een paneel met stofbespanning geplaatst; de lessenaar is voorzien van eenvoudige ajour-versiering van in elkaar overlopende cirkelsegmenten."
"Part04_049GHAGE"	"De registerschildjes (perehout) zijn grotendeels los bij het orgel bewaard, maar waren oorspronkelijk aan weerszijden van het klavier geplaatst."
"Part04_049GHAGE"	"De registertrekkers zijn dwars geplaatst en hebben platte messing knopjes met een profielrandje."
"Part04_049GHAGE"	"Op de afdeklijst van het klavier zijn drie houten schildjes geplakt waarop de signatuur is aangebracht."
"Part04_049GHAGE"	"De klaviatuur is origineel maar niet ongeschonden."
"Part04_049GHAGE"	"Zowel de onder- als boventoetsen zijn van eiken."
"Part04_049GHAGE"	"Het toetsbeleg van de ondertoetsen (been) is versierd doormiddel van kerfjes; de frontons zijn verloren gegaan."
"Part04_049GHAGE"	"De boventoetsen zijn belegd met ebben."
"Part04_049GHAGE"	"De trapeziumvormige windlade ligt laag in de kasen wordt bediend door een stekermechaniek."
"Part04_049GHAGE"	"De Holpijp 8' is van grenen, soms met eiken voorslagen, en heeft doorboorde stoppen."
"Part04_049GHAGE"	"Het groot octaaf is horizontaal tegen de achterwand geplaatst."
"Part04_049GHAGE"	"De bas van de Fluit 4' is eveneens van grenen, met doorboorde stoppen in het groot octaaf; de discant is van metaal."
"Part04_049GHAGE"	"Ook de F[luijt] traveer 8' is uitgevoerd in grenen, met stemlapjes van orgelmetaal."
"Part04_049GHAGE"	"De overige registers zijn geheel van metaal."
"Part04_049GHAGE"	"Met uitzondering van de Terts draagt de grootste metalen pijp van elk register nog de originele inscrpitie."
"Part04_049GHAGE"	"Het orgel verkeert al geruime tijd in zeer slechte toestand (1999)."
"Part04_050HERTO"	"De frontpijpen in het middelste veld hebben schijnlabia en spreken naar achteren."
"Part04_050HERTO"	"Het pijpwerk is integraal verlengd en (grotendeels) verschoven."
"Part04_051MARSS"	"De achterzijde van het klavierplankje boven het bovenklavier bezit een opschrift met ingelegde letters, dat luidt 'REPARATA Ao 1868'."
"Part04_051MARSS"	"Hieruit is de veronderstelling van werkzaamheden in dat jaar afgeleid."
"Part04_051MARSS"	"W. Hardorff had het orgel toen in onderhoud."
"Part04_051MARSS"	"Archiefmateriaal hieromtrent is niet meer toegankelijk."
"Part04_051MARSS"	"Voor de reconstructie van de Viool de Gambe D 8' werden twaalf pijpen gebruikt die werden verworven van de Gereformeerde Kerk te Assen."
"Part04_051MARSS"	"Ze zijn afkomstig uit het orgel in de Marturiakerk aldaar."
"Part04_051MARSS"	"Dit orgel werd in 1790 door Albertus van Gruisen gemaakt voor de Hervormde kerk te Heerenveen."
"Part04_051MARSS"	"Bij de verbouwing door L. van Dam en Zonen werd uit de Viool de Gamba D 8' van het RP een Prestant D 8' voor het BW gevormd, waarbij de pijpen ingekort werden."
"Part04_051MARSS"	"Bij de wijziging en uitbreiding door Mense Ruiter kwamen de pijpen voor fis1-f2 van dit register als fis-f1 in de Octaaf 4' van het Pedaal terecht."
"Part04_051MARSS"	"In Marssum zijn de pijpen weer verlengd en als c1-h1 geplaatst."
"Part04_051MARSS"	"Opschrift op c1: Fyool de Gambe discant."
"Part04_051MARSS"	"De corpora zijn trechtervormig."
"Part04_051MARSS"	"Het orgel is opvallend gaaf en compleet bewaard gebleven."
"Part04_052UTRGE"	"De Prestant 8' is dubbel vanaf a, de dubbelkoren van Quint 3' en Octaaf 2' beginnen op g1."
"Part04_052UTRGE"	"De Holpijp 8' van het Bovenwerk is van C t/m H gecombineerd met de Quintadeen 8'."
"Part04_052UTRGE"	"Het groot octaaf voor beide registers is in Quintadeen-factuur uitgevoerd met naaminscriptie Quintadeen op groot C."
"Part04_053BEEK"	"De ondertoetsen zijn belegd met parelmoer, de boventoetsen met schildpad."
"Part04_053BEEK"	"De tremulant is inliggend."
"Part04_053BEEK"	"Het pijpwerk is nog nagenoeg origineel."
"Part04_053BEEK"	"De grenen open pijpen van de Holpijp D 8' zijn afkomstig van de oude Fluytraver D 8'."
"Part04_053BEEK"	"Ze zijn voorzien van extreem lange grepen, waardoor de oorspronkelijke pijplengte gehandhaafd kon blijven."
"Part04_054OOSTE"	"In de windlade is een afbeelding van Albertus van Gruisen geplakt."
"Part04_054OOSTE"	"Het is een silhouet-en-profil, op perkament met Oostindische inkt getekend door Albertus' zoon, Albertus Wilhelmus (1786-1831)."
"Part04_054OOSTE"	"Dit is momenteel het oudst bekende portret van een Nederlandse orgelmaker."
"Part04_054OOSTE"	"Bijzonder is de grote klavieromvang met vijf octaven, waarschijnlijk bedoeld om ook een octaaf hoger te kunnen spelen, hetgeen de registratiemogelijkheden aanmerkelijk uitbreidt."
"Part04_054OOSTE"	"De Prestant 8' (C-c2 vurenhout) heeft een dubbelfunctie en klinkt ook als Fluit travers."
"Part04_054OOSTE"	"Het groot octaaf van de Holpijp is gecombineerd met de Prestant 8'."
"Part04_054OOSTE"	"Van eikehout zijn het groot octaaf van de Fluit d'amoir 4' en C-F van de Octaaf 2'."
"Part04_054OOSTE"	"De Octaaf 2' is in het hoogste octaaf dubbel bezet."
"Part04_054OOSTE"	"Opvallend is de forse klanksterkte ondanks de relatief lage winddruk."
"Part04_055AMSTE"	"Het orgel is ongewijzigd bewaard gebleven."
"Part04_055AMSTE"	"De windlade ligt laag in de kas, de mechaniek is als stekermechaniek uitgevoerd."
"Part04_055AMSTE"	"Curieus is de uitvoering van de windwijzer als registerknop."
"Part04_055AMSTE"	"In het front staan pijpen van de Octaaf 2' en Prestant D 8'."
"Part04_055AMSTE"	"De pijpen van de Holpijp 8' zijn van grenen, de stoppen zijn doorboord."
"Part04_055AMSTE"	"De Fluit 4' bezit in de bas houten pijpen, in het klein octaaf met doorboorde stoppen."
"Part04_055AMSTE"	"De discant van dit register bezit metalen flespijpen."
"Part04_056BAARN"	"Het orgel is vrijwel geheel origineel, slechts de plank boven het klavier is vernieuwd."
"Part04_056BAARN"	"Op de eiken kas zijn twee fama's geplaatst, afkomstig van een oude klok."
"Part04_056BAARN"	"Het klavier, met vrij lange toetsen, is inschuifbaar; de bakstukken zijn van hardhout."
"Part04_056BAARN"	"De gedraaide registerknoppen zijn eveneens van hardhout en ter versiering van een ivoren puntje voorzien."
"Part04_056BAARN"	"De registernamen zijn op een plaat orgelmetaal geschilderd."
"Part04_056BAARN"	"Omdat de cancellen niet in strikt chromatische volgorde liggen is een wellenbord aangebracht."
"Part04_056BAARN"	"De registermechaniek is eveneens van houten wellen voorzien."
"Part04_056BAARN"	"Het pijpwerk is naar twee zijden aflopend opgesteld."
"Part04_056BAARN"	"De Holpijp 8' is geheel van eiken met rechthoekige doorsneden, kennelijk bedoeld om geen verboringen in de lade te hoeven toepassen."
"Part04_056BAARN"	"De Fluit travers D is geheel van metaal en heeft een enge mensuur zonder zijbaarden."
"Part04_056BAARN"	"Het overige pijpwerk is eveneens van metaal."
"Part04_056BAARN"	"De vijf grootste pijpen van de Prestant 4' zijn gedekt; vanaf F staan de pijpen in het front."
"Part04_056BAARN"	"In de discant, die op de lade staat, zijn enkele pijpen vernieuwd."
"Part04_056BAARN"	"De Fluit 4' is vrijwel geheel gedekt, vanaf c3 zijn de pijpen cylindrisch (open)."
"Part04_056BAARN"	"De Speelfluit is geheel conisch (open)."
"Part04_057DURGE"	"De toeschrijving aan Vool is geschied op grond van verschillende kenmerken: de vorm van de kas en de frontindeling, de ordening van de registerknoppen en de hoedanigheden van het pijpwerk."
"Part04_057DURGE"	"De frontpijpen bezitten schijnlabia aan de voorzijde en sprekende labia aan de binnenzijde."
"Part04_057DURGE"	"In het front spreken de grootste pijpen van de Octaaf B 2' (links) en Prestant D 8' (rechts)."
"Part04_057DURGE"	"De Holpijp 8' bestaat geheel uit grenen pijpen, in de discant met doorboorde stoppen en grepen."
"Part04_057DURGE"	"Het overige pijpwerk is van metaal."
"Part04_057DURGE"	"De windlade ligt lager dan het klavier en is zuiver chromatisch ingedeeld."
"Part04_058DELFT"	"Dit orgel bleef integraal bewaard."
"Part04_058DELFT"	"Kenmerkend voor Vool is de doorlopende grenen Fluyt Travers, in het groot Octaaf gecombineerd met de Holpyp 8’."
"Part04_058DELFT"	"Genoemde registers en de bas van de Fluyt 4’ zijn van grenenhout, evenals de grootste zes pijpen van de Prestant 4’ welke horizontaal tegen het dak van de kas bevestigd zijn."
"Part04_058DELFT"	"In het front staan in linker- en middenveld Fis-fis van de Prestant 4’ en in midden- en rechterveld c’ en d’-gis’ van de Prestant 8’."
"Part04_058DELFT"	"Het middelste frontveld bevat sprekende pijpen met schijnlabia aan de voorzijde."
"Part04_058DELFT"	"De Fluyt 4’ bestaat in de discant uit zogenaamde flespijpjes."
"Part04_059ECHTE"	"De Prestant 8' staat vanaf D in het front, C en Cis zijn houten binnenpijpen."
"Part04_059ECHTE"	"De Holpijp 8' bezit eiken pijpen voor C-H, de Flute Traver is van metaal, de Fluit 4' is geheel gedekt."
"Part04_059ECHTE"	"Verschillende bronnen (Boekzaal, Hess Vervolg en Broekhuyzen) maken melding van het feit dat de bouw aanvankelijk was opgedragen aan F.G.A. Heyneman, deze zou het orgel door zijn overlijden onvoltooid hebben gelaten, waarna Meere het afmaakte."
"Part04_059ECHTE"	"Tijdens de restauratie zijn daarentegen geen aanwijzingen omtrent een gedeeld auteurschap aangetroffen, het gehele werk draagt de kenmerken van Meere."
"Part04_060ERMEL"	"Over het onvoltooid opgeleverde orgel werd tot 1808 tegen Reichner geprocedeerd."
"Part04_060ERMEL"	"Door politieke omstandigheden kon Gideon Thomas Bätz pas vier jaar later het geleverde werk taxeren."
"Part04_060ERMEL"	"Weer vier jaar later in 1816 werd het door hem grotendeels vernieuwde instrument opgeleverd, zodat de totale bouwtijd van dit orgel ruim 10 jaar bedroeg."
"Part04_060ERMEL"	"Van Reichner stammen naast de kas nog Quint en Octaaf 2’ alsmede mogelijk de houten pijpen van Holpijp en Roorfluit."
"Part04_060ERMEL"	"De Mixtuur bestaat uit pijpwerk van G.T. Bätz, W.H. Kam en 69 pijpen van Leeflang."
"Part04_060ERMEL"	"Uit 1956 stammen voorts Sexquialter en 16 binnenpijpen van het dubbelkoor van de Prestant 8’."
